product_type,sku,price,availability,number_of_products_sold,revenue_generated,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,defect_rate_pct,supplier_risk_score
accessories,SKU00747,186.91,135,1439,29384.6,710,12,475,4,Carrier B,102.62,Supplier_3,Mumbai,1915,6,436.32,Pass,0.0141,Air,Route C,1515.94,1.41,21.22
haircare,SKU00748,18.69,224,904,37803.13,218,20,163,9,Carrier C,57.86,Supplier_4,Bangalore,607,4,224.37,Pass,0.1362,Road,Route A,1386.18,13.62,81.68
haircare,SKU00749,74.81,392,590,14716.91,853,25,11,8,Carrier C,164.06,Supplier_3,Delhi,277,9,274.27,Pass,0.1035,Air,Route B,1309.27,10.35,75.69
cosmetics,SKU00750,269.76,167,836,47264.34,61,7,88,9,Carrier C,27.72,Supplier_4,Bangalore,4895,6,240.01,Pending,0.0463,Sea,Route A,1472.27,4.63,27.01
accessories,SKU00751,41.35,436,260,31448.97,584,3,141,6,Carrier A,120.87,Supplier_1,Mumbai,3864,1,92.27,Pass,0.0078,Air,Route C,432.29,0.78,5.83
accessories,SKU00752,162.3,157,1690,42222.66,972,3,64,3,Carrier B,128.5,Supplier_4,Bangalore,1819,10,484.52,Fail,0.0505,Rail,Route C,1472.91,5.05,22.98
haircare,SKU00753,19.76,177,39,23903.09,36,13,177,4,Carrier B,26.28,Supplier_2,Bangalore,1300,1,129.99,Pass,0.117,Air,Route B,768.11,11.7,63.97
cosmetics,SKU00754,282.06,160,260,3650.23,888,23,222,10,Carrier A,44.83,Supplier_5,Mumbai,4707,10,125.19,Pass,0.1349,Rail,Route B,445.83,13.49,85.44
cosmetics,SKU00755,55.61,205,591,704.3,459,11,191,5,Carrier A,136.08,Supplier_5,Mumbai,4992,5,73.0,Pass,0.025,Air,Route B,621.32,2.5,24.17
skincare,SKU00756,125.96,407,792,32048.72,844,23,334,11,Carrier B,172.24,Supplier_3,Bangalore,3586,18,472.06,Fail,0.1387,Road,Route C,1666.35,13.87,86.97
skincare,SKU00757,166.3,166,1720,21364.23,32,26,156,3,Carrier A,81.2,Supplier_1,Bangalore,4620,14,459.11,Pass,0.0303,Air,Route C,854.46,3.03,47.72
cosmetics,SKU00758,217.0,243,1493,22079.8,872,29,98,6,Carrier A,108.6,Supplier_4,Chennai,3431,6,325.78,Pass,0.0053,Road,Route A,1760.47,0.53,41.97
accessories,SKU00759,281.55,2,1782,16366.82,604,5,20,8,Carrier A,143.1,Supplier_4,Kolkata,4438,18,273.75,Pass,0.0199,Air,Route B,1990.93,1.99,13.55
accessories,SKU00760,222.23,276,1375,8996.99,685,18,379,10,Carrier C,118.45,Supplier_5,Bangalore,4237,6,298.9,Pass,0.0028,Air,Route A,1884.11,0.28,25.25
haircare,SKU00761,107.47,115,1366,23736.54,65,20,112,1,Carrier A,95.25,Supplier_2,Kolkata,4430,15,197.79,Pass,0.0362,Road,Route B,988.84,3.62,41.52
accessories,SKU00762,27.23,245,432,12814.28,397,16,144,7,Carrier C,129.44,Supplier_3,Kolkata,2632,10,447.14,Pass,0.1155,Air,Route C,1154.07,11.55,67.65
skincare,SKU00763,213.68,165,1495,44648.38,539,10,138,8,Carrier A,143.45,Supplier_3,Mumbai,460,2,287.53,Fail,0.0718,Air,Route A,1229.09,7.18,41.53
skincare,SKU00764,291.89,189,858,9019.1,217,12,484,4,Carrier A,161.2,Supplier_4,Delhi,3923,18,430.83,Pass,0.1188,Air,Route B,229.16,11.88,63.26
cosmetics,SKU00765,10.02,54,389,48387.11,149,19,339,6,Carrier B,114.41,Supplier_3,Chennai,230,16,353.37,Pass,0.0139,Sea,Route A,1529.4,1.39,31.14
accessories,SKU00766,233.53,230,1686,43028.14,662,15,307,11,Carrier B,133.88,Supplier_1,Mumbai,3651,11,345.9,Pass,0.1123,Air,Route B,1618.29,11.23,64.94
haircare,SKU00767,56.96,382,708,19243.34,855,24,194,1,Carrier B,43.08,Supplier_1,Mumbai,2064,16,342.13,Pass,0.0205,Road,Route C,444.17,2.05,40.93
cosmetics,SKU00768,140.69,304,1939,38665.56,189,6,421,13,Carrier B,36.51,Supplier_4,Kolkata,1608,4,392.44,Pass,0.0484,Rail,Route A,714.82,4.84,26.42
haircare,SKU00769,159.18,213,1798,29077.51,94,24,363,4,Carrier C,162.9,Supplier_5,Kolkata,2160,17,410.42,Pass,0.1402,Rail,Route A,1289.4,14.02,89.0
accessories,SKU00770,186.26,423,1641,23349.99,262,18,473,6,Carrier B,48.61,Supplier_5,Chennai,4374,11,347.91,Pass,0.1096,Road,Route B,1914.21,10.96,68.14
skincare,SKU00771,296.91,284,1972,40618.42,659,25,226,13,Carrier C,90.21,Supplier_2,Mumbai,2103,14,173.97,Pass,0.1096,Road,Route A,752.12,10.96,78.14
accessories,SKU00772,207.78,306,571,41556.5,495,1,122,5,Carrier C,177.56,Supplier_1,Chennai,2585,19,146.34,Pass,0.0969,Road,Route C,1766.09,9.69,38.76
accessories,SKU00773,120.75,142,886,10155.18,703,9,176,8,Carrier B,33.61,Supplier_2,Mumbai,3024,5,114.05,Pass,0.0552,Rail,Route B,186.45,5.52,33.44
haircare,SKU00774,215.93,342,389,45309.93,938,28,401,4,Carrier C,137.35,Supplier_1,Chennai,3173,14,430.88,Pass,0.0941,Air,Route B,1122.38,9.41,76.2
accessories,SKU00775,142.69,180,1551,1700.94,275,9,87,1,Carrier B,53.45,Supplier_2,Delhi,3941,10,253.18,Pass,0.0645,Air,Route C,636.58,6.45,37.17
accessories,SKU00776,126.87,97,789,375.61,666,13,305,2,Carrier C,127.06,Supplier_3,Kolkata,3118,16,20.16,Pass,0.1186,Air,Route A,1734.08,11.86,64.61
accessories,SKU00777,112.87,376,1866,24235.48,592,4,121,8,Carrier B,164.22,Supplier_5,Mumbai,3962,9,307.55,Pending,0.1011,Road,Route C,417.88,10.11,44.73
accessories,SKU00778,150.55,288,312,15136.56,855,26,428,1,Carrier C,164.99,Supplier_2,Mumbai,2969,18,434.52,Pass,0.1334,Sea,Route A,236.95,13.34,89.13
accessories,SKU00779,87.95,234,1994,21191.21,329,8,451,10,Carrier A,156.63,Supplier_5,Chennai,4657,1,460.96,Pass,0.1255,Rail,Route C,795.36,12.55,60.24
accessories,SKU00780,76.42,356,383,24002.61,112,28,348,5,Carrier C,105.99,Supplier_2,Mumbai,3432,10,470.51,Pass,0.1259,Sea,Route C,1528.14,12.59,88.97
cosmetics,SKU00781,48.8,298,591,23469.67,258,4,233,2,Carrier B,111.0,Supplier_3,Delhi,3414,11,436.96,Pass,0.0142,Sea,Route B,1485.24,1.42,9.83
skincare,SKU00782,134.87,379,1918,45401.32,10,25,325,13,Carrier A,38.53,Supplier_5,Kolkata,1399,7,104.83,Pass,0.0031,Sea,Route C,720.26,0.31,35.37
accessories,SKU00783,91.51,211,1308,45918.12,259,23,163,6,Carrier B,27.75,Supplier_2,Chennai,4398,6,267.52,Fail,0.0573,Air,Route A,1472.21,5.73,54.28
cosmetics,SKU00784,251.9,499,938,17375.57,850,1,324,11,Carrier A,150.84,Supplier_5,Delhi,2894,17,360.03,Pending,0.1417,Sea,Route C,342.79,14.17,56.75
cosmetics,SKU00785,255.13,278,779,14451.78,15,2,116,3,Carrier C,15.19,Supplier_4,Kolkata,547,19,328.76,Pass,0.0909,Air,Route B,928.21,9.09,37.77
accessories,SKU00786,106.44,235,564,32734.52,178,18,201,13,Carrier B,186.88,Supplier_2,Chennai,841,12,192.12,Fail,0.0867,Sea,Route C,1760.03,8.67,58.94
cosmetics,SKU00787,187.65,448,930,10001.09,672,6,439,8,Carrier C,41.23,Supplier_1,Bangalore,227,13,37.86,Pass,0.1238,Rail,Route A,370.28,12.38,56.7
skincare,SKU00788,271.18,499,433,20083.91,240,28,61,12,Carrier B,145.41,Supplier_1,Mumbai,3768,19,448.74,Pass,0.0951,Rail,Route C,524.75,9.51,76.6
skincare,SKU00789,110.95,133,923,35926.05,71,23,355,11,Carrier A,92.29,Supplier_5,Bangalore,2312,16,393.48,Fail,0.0169,Sea,Route A,754.51,1.69,38.06
skincare,SKU00790,168.64,116,1137,383.92,525,18,165,12,Carrier B,124.49,Supplier_1,Delhi,3885,4,435.69,Pass,0.0711,Sea,Route A,468.22,7.11,52.68
haircare,SKU00791,135.85,259,557,38614.12,197,23,350,4,Carrier B,152.54,Supplier_1,Kolkata,4425,1,205.05,Pending,0.1301,Air,Route C,1088.12,13.01,83.52
haircare,SKU00792,196.83,35,713,36718.64,676,1,348,5,Carrier B,62.74,Supplier_4,Bangalore,4612,13,139.07,Pass,0.121,Air,Route A,871.89,12.1,48.43
accessories,SKU00793,288.13,343,38,19424.43,86,29,404,2,Carrier A,165.93,Supplier_1,Delhi,1988,14,425.22,Pass,0.0092,Road,Route B,1212.84,0.92,43.53
accessories,SKU00794,45.89,339,1775,12467.16,40,26,322,13,Carrier A,152.29,Supplier_3,Chennai,2761,1,334.19,Pending,0.1498,Rail,Route A,90.2,14.98,95.71
haircare,SKU00795,289.79,43,1533,27048.09,804,12,128,2,Carrier B,118.16,Supplier_2,Kolkata,643,16,340.27,Pending,0.0782,Sea,Route C,1639.42,7.82,46.96
skincare,SKU00796,201.39,134,1972,14852.51,616,23,323,4,Carrier B,116.97,Supplier_4,Mumbai,400,2,36.47,Pass,0.0434,Sea,Route B,825.22,4.34,48.7
accessories,SKU00797,239.78,481,1391,41072.18,529,2,368,8,Carrier C,79.89,Supplier_3,Chennai,718,9,71.46,Pass,0.0646,Road,Route A,184.23,6.46,27.21
accessories,SKU00798,192.36,90,1998,29571.45,590,9,234,8,Carrier A,193.98,Supplier_3,Delhi,443,7,389.3,Pass,0.1415,Road,Route B,1260.66,14.15,68.1
cosmetics,SKU00799,261.74,249,1681,15405.88,467,24,44,1,Carrier C,80.58,Supplier_1,Mumbai,1221,5,444.11,Pass,0.1344,Road,Route B,393.21,13.44,86.67
accessories,SKU00800,101.24,340,371,40403.31,564,5,429,7,Carrier A,52.0,Supplier_3,Delhi,3823,12,189.68,Pending,0.0533,Air,Route B,471.2,5.33,26.96
skincare,SKU00801,213.87,122,306,30418.66,583,9,335,7,Carrier A,113.86,Supplier_2,Delhi,4332,10,438.65,Pass,0.0956,Rail,Route C,1526.31,9.56,49.66
accessories,SKU00802,82.91,169,1312,6684.92,111,20,142,5,Carrier B,184.6,Supplier_4,Delhi,2339,18,106.01,Pending,0.0108,Rail,Route A,191.9,1.08,31.32
accessories,SKU00803,155.05,380,474,20758.85,808,23,167,11,Carrier B,185.56,Supplier_5,Chennai,1747,11,298.33,Pass,0.1188,Sea,Route A,1897.84,11.88,78.98
cosmetics,SKU00804,206.04,212,1493,24537.72,662,24,443,2,Carrier B,117.73,Supplier_2,Chennai,4748,16,187.64,Pass,0.0113,Rail,Route A,530.52,1.13,37.23
haircare,SKU00805,64.33,407,1192,47242.64,624,1,334,10,Carrier A,81.47,Supplier_4,Mumbai,4310,9,276.26,Pass,0.1075,Road,Route A,1233.49,10.75,43.01
skincare,SKU00806,23.04,29,1964,16101.21,989,13,379,7,Carrier A,150.69,Supplier_2,Chennai,1780,6,114.42,Pass,0.0475,Rail,Route A,284.07,4.75,36.06
cosmetics,SKU00807,238.33,315,1873,22481.02,513,2,121,9,Carrier B,114.01,Supplier_1,Kolkata,4716,7,203.84,Pass,0.0228,Air,Route C,1999.54,2.28,10.42
skincare,SKU00808,243.64,170,1662,48842.04,899,13,94,10,Carrier B,165.44,Supplier_4,Bangalore,3705,10,241.63,Pass,0.0216,Air,Route C,1909.93,2.16,25.66
haircare,SKU00809,201.37,458,943,21365.09,313,18,183,1,Carrier C,167.48,Supplier_5,Kolkata,3895,13,298.11,Fail,0.1459,Air,Route B,1329.89,14.59,82.72
haircare,SKU00810,99.82,219,1385,41372.7,79,8,380,8,Carrier B,141.95,Supplier_5,Delhi,4162,10,118.4,Pass,0.0333,Road,Route B,572.21,3.33,23.21
accessories,SKU00811,199.16,44,401,4938.57,516,20,338,6,Carrier C,194.7,Supplier_3,Chennai,4624,17,310.63,Pass,0.0705,Sea,Route C,757.9,7.05,55.3
skincare,SKU00812,29.74,418,1837,19751.39,850,8,126,9,Carrier B,131.49,Supplier_5,Mumbai,4008,17,121.67,Fail,0.0234,Air,Route B,1184.11,2.34,19.24
cosmetics,SKU00813,200.44,263,1189,9271.86,987,17,470,4,Carrier B,195.08,Supplier_5,Kolkata,1350,6,488.56,Pass,0.0735,Air,Route B,593.77,7.35,52.21
skincare,SKU00814,174.98,29,1227,44210.9,656,18,72,6,Carrier A,132.13,Supplier_1,Chennai,3256,8,135.85,Pending,0.123,Rail,Route C,1195.61,12.3,73.52
accessories,SKU00815,187.08,371,1915,27675.6,569,16,176,7,Carrier B,47.58,Supplier_2,Bangalore,1053,17,72.62,Pass,0.0374,Road,Route C,1818.64,3.74,36.29
haircare,SKU00816,136.86,291,913,11005.43,875,1,333,3,Carrier B,127.39,Supplier_1,Delhi,3643,9,150.15,Pass,0.1071,Rail,Route B,337.36,10.71,42.85
skincare,SKU00817,71.42,458,1736,4699.63,477,18,92,2,Carrier A,154.71,Supplier_2,Kolkata,1284,2,292.68,Pass,0.0533,Rail,Route C,582.17,5.33,45.53
cosmetics,SKU00818,219.13,351,1483,21103.28,849,11,248,12,Carrier A,87.52,Supplier_2,Delhi,1424,8,234.18,Pass,0.0187,Rail,Route B,1927.05,1.87,21.64
accessories,SKU00819,141.92,320,1797,4910.58,888,4,71,2,Carrier C,37.72,Supplier_4,Bangalore,187,14,336.51,Pending,0.1219,Road,Route A,1728.84,12.19,53.08
skincare,SKU00820,224.89,110,279,24313.72,821,19,387,2,Carrier B,73.59,Supplier_5,Chennai,1520,4,72.72,Fail,0.0516,Rail,Route A,116.88,5.16,46.28
cosmetics,SKU00821,112.43,301,821,36466.51,54,2,338,13,Carrier C,157.4,Supplier_3,Bangalore,4660,7,218.02,Fail,0.0958,Sea,Route A,244.36,9.58,39.74
accessories,SKU00822,30.9,85,1205,15588.28,251,6,21,12,Carrier B,45.5,Supplier_1,Mumbai,3860,11,286.91,Pass,0.1428,Air,Route B,1310.31,14.28,64.33
cosmetics,SKU00823,165.02,194,524,8457.34,63,11,448,12,Carrier A,7.22,Supplier_2,Chennai,1109,10,487.84,Pass,0.1084,Air,Route B,1679.2,10.84,57.66
accessories,SKU00824,188.71,216,736,18140.12,462,5,439,1,Carrier C,176.41,Supplier_3,Mumbai,4412,9,445.5,Pass,0.0496,Rail,Route C,1958.56,4.96,25.47
accessories,SKU00825,276.92,285,1741,8391.31,789,16,18,2,Carrier B,194.49,Supplier_3,Bangalore,3187,7,294.39,Pass,0.0923,Sea,Route B,303.73,9.23,58.34
haircare,SKU00826,266.89,104,1757,42207.57,919,22,294,2,Carrier C,174.44,Supplier_3,Bangalore,2450,4,164.18,Pass,0.1124,Sea,Route A,976.82,11.24,74.98
skincare,SKU00827,21.86,277,1576,4896.61,942,8,179,11,Carrier C,161.24,Supplier_4,Delhi,1494,2,75.12,Pending,0.0324,Road,Route A,1051.1,3.24,22.85
haircare,SKU00828,232.69,162,466,37073.02,61,28,225,6,Carrier A,147.28,Supplier_5,Bangalore,4028,9,323.56,Pass,0.1432,Air,Route C,1713.64,14.32,95.92
skincare,SKU00829,82.1,452,1702,16758.58,50,6,92,1,Carrier A,112.53,Supplier_2,Delhi,2745,4,290.38,Pass,0.034,Rail,Route C,998.92,3.4,20.64
haircare,SKU00830,210.67,495,173,36445.98,536,26,120,12,Carrier B,132.11,Supplier_4,Chennai,4681,19,247.65,Pass,0.0056,Road,Route A,125.88,0.56,37.8
cosmetics,SKU00831,116.95,413,782,38570.91,24,13,477,5,Carrier A,150.54,Supplier_5,Bangalore,2235,19,365.71,Pass,0.0798,Air,Route B,197.21,7.98,49.03
haircare,SKU00832,100.01,117,192,6839.27,803,23,144,2,Carrier A,69.08,Supplier_5,Chennai,3810,1,243.36,Pass,0.0711,Rail,Route A,1025.9,7.11,59.82
accessories,SKU00833,149.04,368,572,37849.69,9,12,74,13,Carrier A,45.03,Supplier_4,Delhi,3632,8,394.01,Pass,0.0233,Sea,Route A,313.1,2.33,24.91
cosmetics,SKU00834,161.51,491,1557,47286.47,517,26,398,13,Carrier B,140.32,Supplier_1,Kolkata,1189,6,158.5,Pass,0.0725,Sea,Route A,1049.39,7.25,64.67
skincare,SKU00835,209.87,461,480,28395.93,576,8,43,13,Carrier C,122.68,Supplier_4,Chennai,1084,19,177.16,Pending,0.0408,Sea,Route C,1197.47,4.08,26.22
skincare,SKU00836,193.18,436,976,32282.21,425,1,490,11,Carrier A,198.12,Supplier_5,Mumbai,2833,1,457.92,Pass,0.122,Air,Route C,1038.88,12.2,48.84
cosmetics,SKU00837,205.09,33,1741,16197.03,137,27,386,7,Carrier A,85.84,Supplier_4,Chennai,1514,10,297.94,Fail,0.0737,Air,Route C,1178.29,7.37,66.58
skincare,SKU00838,118.3,75,536,8806.65,805,19,12,9,Carrier A,85.74,Supplier_5,Bangalore,4107,18,478.38,Pass,0.0787,Rail,Route C,80.59,7.87,57.16
haircare,SKU00839,204.82,384,1838,37244.89,561,28,499,10,Carrier B,28.81,Supplier_2,Chennai,778,18,49.51,Pass,0.0216,Sea,Route C,1406.27,2.16,47.09
haircare,SKU00840,106.89,153,1152,41041.25,748,8,264,6,Carrier B,7.91,Supplier_4,Chennai,4132,8,463.9,Pass,0.142,Air,Route A,122.19,14.2,66.87
cosmetics,SKU00841,184.22,231,734,10386.51,663,2,389,5,Carrier C,32.16,Supplier_4,Kolkata,1691,9,47.54,Pass,0.038,Road,Route A,1028.8,3.8,16.53
cosmetics,SKU00842,140.56,241,1261,5760.67,525,13,303,4,Carrier C,120.44,Supplier_2,Kolkata,1141,9,378.94,Pass,0.0875,Sea,Route A,345.19,8.75,52.12
accessories,SKU00843,171.03,375,1749,17678.73,15,14,66,12,Carrier A,192.95,Supplier_1,Delhi,4185,19,297.98,Pass,0.1165,Sea,Route C,837.0,11.65,65.2
haircare,SKU00844,10.17,370,652,31341.57,447,16,313,10,Carrier B,27.09,Supplier_2,Mumbai,636,11,78.28,Pass,0.078,Rail,Route C,1626.16,7.8,52.59
haircare,SKU00845,152.14,148,762,18316.79,870,7,209,5,Carrier C,36.21,Supplier_1,Delhi,4821,10,165.4,Pending,0.048,Sea,Route B,1689.37,4.8,27.69
cosmetics,SKU00846,69.89,395,156,48204.22,216,26,376,1,Carrier C,137.97,Supplier_4,Chennai,3363,3,250.3,Pass,0.0965,Rail,Route A,1775.73,9.65,74.31
cosmetics,SKU00847,118.81,233,895,39594.6,252,10,264,3,Carrier B,63.91,Supplier_3,Kolkata,174,5,287.89,Pass,0.1076,Rail,Route A,1402.93,10.76,55.91
accessories,SKU00848,26.76,291,661,45817.92,896,14,282,9,Carrier B,13.9,Supplier_2,Chennai,1898,2,254.11,Pass,0.0208,Road,Route B,1091.63,2.08,26.76
haircare,SKU00849,198.79,412,1132,30022.14,553,1,450,2,Carrier B,178.09,Supplier_1,Mumbai,4241,4,33.06,Pass,0.0383,Air,Route A,1614.56,3.83,15.22
cosmetics,SKU00850,268.59,142,1244,37812.17,614,13,184,8,Carrier C,34.06,Supplier_3,Mumbai,593,13,497.4,Pass,0.0275,Rail,Route A,186.01,2.75,28.03
accessories,SKU00851,109.61,17,442,47554.25,353,3,379,9,Carrier B,90.09,Supplier_1,Chennai,3696,2,189.03,Pass,0.0034,Road,Route C,111.74,0.34,4.06
accessories,SKU00852,35.99,327,677,1877.63,269,16,92,12,Carrier B,152.14,Supplier_4,Kolkata,2551,16,366.86,Pass,0.0932,Rail,Route C,1770.62,9.32,58.7
skincare,SKU00853,187.98,145,534,28788.04,343,1,39,8,Carrier B,157.1,Supplier_3,Bangalore,488,3,465.84,Pass,0.1498,Air,Route C,1458.55,14.98,60.0
skincare,SKU00854,42.48,129,167,9435.95,967,9,331,6,Carrier B,191.38,Supplier_4,Mumbai,2901,14,487.66,Fail,0.0409,Rail,Route C,887.21,4.09,27.69
skincare,SKU00855,268.03,244,533,39776.1,403,4,231,12,Carrier C,120.54,Supplier_5,Chennai,886,13,108.16,Pass,0.1407,Rail,Route C,547.54,14.07,60.63
haircare,SKU00856,41.12,438,1361,11708.59,562,3,282,9,Carrier B,33.86,Supplier_1,Bangalore,2203,4,448.27,Pending,0.0578,Sea,Route A,1945.15,5.78,25.91
cosmetics,SKU00857,111.75,425,520,37106.5,3,19,391,2,Carrier C,20.69,Supplier_1,Chennai,4340,7,266.12,Pass,0.137,Road,Route A,468.12,13.7,80.57
cosmetics,SKU00858,150.92,365,830,16697.72,857,29,334,9,Carrier B,130.4,Supplier_1,Mumbai,3646,9,334.48,Pass,0.0141,Rail,Route C,543.63,1.41,45.5
cosmetics,SKU00859,39.77,135,1031,32611.04,428,3,276,11,Carrier B,109.39,Supplier_3,Chennai,1051,17,138.07,Pass,0.0476,Road,Route A,1890.46,4.76,21.81
accessories,SKU00860,99.03,472,19,33980.11,753,14,448,7,Carrier A,53.59,Supplier_1,Kolkata,3089,2,89.17,Pass,0.127,Air,Route B,1531.5,12.7,69.41
cosmetics,SKU00861,86.21,411,201,45450.06,265,26,336,13,Carrier A,37.17,Supplier_1,Delhi,4549,4,298.02,Pass,0.1363,Rail,Route C,1708.09,13.63,90.29
accessories,SKU00862,215.42,18,98,43631.76,636,27,490,11,Carrier A,73.3,Supplier_4,Kolkata,1571,7,453.52,Pass,0.1203,Air,Route C,1880.56,12.03,85.3
haircare,SKU00863,295.95,122,1560,21946.37,357,24,484,10,Carrier B,61.15,Supplier_3,Mumbai,2745,18,220.95,Pass,0.1023,Sea,Route A,1917.42,10.23,73.78
accessories,SKU00864,112.04,60,586,34482.03,317,1,456,11,Carrier B,74.14,Supplier_3,Mumbai,2264,13,477.49,Pass,0.0466,Air,Route B,815.66,4.66,18.55
cosmetics,SKU00865,238.26,151,349,9201.48,162,8,489,2,Carrier C,73.52,Supplier_3,Kolkata,4923,4,358.76,Fail,0.1477,Sea,Route A,530.48,14.77,69.16
skincare,SKU00866,46.4,338,337,4993.81,702,1,88,8,Carrier A,151.74,Supplier_5,Delhi,3495,14,29.0,Pass,0.086,Air,Route C,1145.92,8.6,34.38
cosmetics,SKU00867,176.07,276,887,35731.77,334,21,420,2,Carrier C,95.01,Supplier_3,Kolkata,2573,6,468.27,Pass,0.1229,Air,Route A,796.41,12.29,77.77
haircare,SKU00868,132.65,72,210,45351.08,119,12,473,13,Carrier B,170.33,Supplier_3,Bangalore,4631,9,73.95,Pass,0.0598,Sea,Route A,706.25,5.98,39.57
accessories,SKU00869,90.01,326,1283,37357.8,699,28,290,2,Carrier A,102.9,Supplier_1,Bangalore,742,7,126.54,Pass,0.1406,Road,Route B,1178.09,14.06,94.88
cosmetics,SKU00870,247.4,297,1411,25886.48,693,7,107,8,Carrier C,61.64,Supplier_5,Mumbai,4396,12,290.16,Pass,0.0934,Road,Route C,1793.62,9.34,45.92
haircare,SKU00871,225.19,440,276,31516.19,983,4,160,5,Carrier B,185.23,Supplier_4,Chennai,3069,5,470.99,Fail,0.1067,Sea,Route A,1116.92,10.67,46.98
accessories,SKU00872,44.53,155,1971,36530.93,883,12,405,2,Carrier C,132.03,Supplier_4,Bangalore,1576,19,84.71,Pass,0.0214,Sea,Route B,711.14,2.14,24.15
skincare,SKU00873,91.26,439,818,28509.51,197,17,88,10,Carrier B,169.39,Supplier_3,Mumbai,2282,8,162.86,Pass,0.0621,Road,Route A,418.91,6.21,47.64
haircare,SKU00874,246.75,328,1670,18217.07,51,13,217,11,Carrier C,50.43,Supplier_1,Bangalore,402,5,41.88,Pass,0.0145,Sea,Route B,1673.91,1.45,22.81
cosmetics,SKU00875,297.77,125,1126,42552.96,866,14,92,2,Carrier B,194.79,Supplier_3,Bangalore,447,16,62.19,Pass,0.0531,Air,Route C,1292.69,5.31,39.74
haircare,SKU00876,185.41,161,1743,18526.52,968,15,498,1,Carrier C,128.84,Supplier_1,Chennai,1030,19,226.76,Pass,0.0852,Sea,Route A,473.26,8.52,54.06
cosmetics,SKU00877,262.15,372,1100,45193.72,614,9,323,6,Carrier A,78.08,Supplier_4,Bangalore,4110,2,296.38,Fail,0.0436,Road,Route A,1633.07,4.36,28.78
accessories,SKU00878,295.35,346,636,39990.25,612,3,20,1,Carrier A,53.96,Supplier_1,Chennai,4844,13,265.31,Pass,0.001,Road,Route B,206.04,0.1,3.1
haircare,SKU00879,223.46,317,1785,39671.68,101,9,388,1,Carrier A,24.27,Supplier_5,Chennai,4505,5,42.77,Pass,0.0646,Rail,Route B,221.93,6.46,37.21
accessories,SKU00880,195.2,201,1796,41703.27,549,15,103,6,Carrier B,11.41,Supplier_4,Kolkata,3242,18,225.85,Pass,0.1138,Rail,Route A,620.99,11.38,65.54
cosmetics,SKU00881,70.27,193,1570,49341.93,14,3,430,9,Carrier B,43.22,Supplier_3,Delhi,4823,2,233.1,Pass,0.0569,Air,Route A,1579.11,5.69,25.55
skincare,SKU00882,114.28,279,1342,49494.19,770,12,290,4,Carrier A,65.42,Supplier_1,Kolkata,1457,4,468.87,Pass,0.1166,Sea,Route A,1074.64,11.66,62.38
haircare,SKU00883,188.95,388,241,25120.05,884,19,457,2,Carrier C,108.48,Supplier_5,Mumbai,3256,15,177.17,Pass,0.0582,Sea,Route C,1398.68,5.82,48.93
haircare,SKU00884,278.29,126,1529,18926.26,22,3,76,12,Carrier C,82.61,Supplier_5,Mumbai,964,9,324.1,Pass,0.0824,Road,Route C,1817.77,8.24,35.79
haircare,SKU00885,94.04,448,1666,36685.49,234,6,151,11,Carrier C,13.86,Supplier_1,Kolkata,2957,3,254.18,Fail,0.0454,Road,Route C,1973.92,4.54,25.22
skincare,SKU00886,121.59,99,1296,48399.4,986,28,99,6,Carrier B,33.16,Supplier_2,Mumbai,607,12,393.58,Pass,0.013,Road,Route B,1686.17,1.3,43.63
accessories,SKU00887,11.56,239,1099,31541.18,106,13,173,8,Carrier C,8.59,Supplier_3,Kolkata,1055,10,309.99,Pass,0.1172,Sea,Route C,904.47,11.72,64.05
cosmetics,SKU00888,210.53,154,1319,1382.55,793,7,435,5,Carrier C,12.88,Supplier_4,Delhi,3781,14,496.23,Fail,0.077,Rail,Route C,1112.65,7.7,39.33
haircare,SKU00889,135.85,458,1356,2023.86,655,27,106,3,Carrier C,63.0,Supplier_1,Mumbai,4824,17,325.78,Pass,0.1191,Air,Route B,53.1,11.91,84.81
cosmetics,SKU00890,240.33,87,221,23261.82,647,6,434,3,Carrier B,129.51,Supplier_5,Mumbai,387,2,184.02,Fail,0.1177,Road,Route C,203.24,11.77,54.25
skincare,SKU00891,73.93,63,319,39406.36,706,11,276,10,Carrier A,34.9,Supplier_2,Kolkata,3700,7,221.76,Fail,0.1168,Road,Route C,904.35,11.68,61.03
accessories,SKU00892,199.6,341,557,44386.24,281,26,13,13,Carrier B,177.3,Supplier_3,Mumbai,4275,6,430.91,Pass,0.0571,Road,Route A,686.47,5.71,58.49
accessories,SKU00893,203.56,83,943,18812.88,895,10,473,5,Carrier A,197.53,Supplier_5,Kolkata,3375,3,196.7,Pending,0.044,Air,Route C,1069.97,4.4,30.37
accessories,SKU00894,141.98,494,780,25906.75,484,4,175,4,Carrier A,124.93,Supplier_1,Delhi,1857,16,464.83,Pending,0.0339,Air,Route B,61.24,3.39,17.74
cosmetics,SKU00895,60.64,382,1399,25700.41,500,28,381,7,Carrier B,14.42,Supplier_5,Mumbai,3502,6,231.46,Pass,0.0702,Road,Route C,1900.36,7.02,66.6
haircare,SKU00896,123.86,440,1219,4819.56,747,29,206,2,Carrier C,40.41,Supplier_2,Mumbai,339,17,472.73,Pass,0.0905,Air,Route A,989.4,9.05,76.18
