country_or_area,year,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category,trade_usd_billions
China,2015,Food,Export,1270628441.0,81519420.0,Volume in liters,2276854.0,Metals,1.2706
Argentina,2011,Chemicals,Import,5142312638.0,50018899.0,Number of items,2890342.0,Electronics,5.1423
Nigeria,2017,Plastics,Export,8796318355.0,24942289.0,Volume in liters,6750503.0,Textiles,8.7963
Germany,2022,Vehicles,Export,2698056264.0,72974912.0,Weight in kg,5006413.0,Fuel,2.6981
Argentina,2022,Electronics,Export,1318792056.0,11599833.0,Number of items,9005888.0,Textiles,1.3188
Argentina,2013,Plastics,Export,6443101676.0,41994495.0,Weight in kg,4584065.0,Vehicles,6.4431
China,2013,Textiles,Export,7754833614.0,23813482.0,Number of items,3542156.0,Textiles,7.7548
China,2014,Plastics,Export,474846908.0,81103396.0,Number of items,5797547.0,Chemicals,0.4748
USA,2012,Plastics,Import,4672662527.0,49917549.0,Volume in liters,9849281.0,Plastics,4.6727
Japan,2014,Plastics,Export,3418782787.0,88792794.0,Weight in kg,1196865.0,Metals,3.4188
Argentina,2016,Pharmaceuticals,Export,8166971549.0,17917061.0,Weight in kg,7899783.0,Pharmaceuticals,8.167
China,2018,Metals,Export,7446151101.0,85667969.0,Weight in kg,8722441.0,Textiles,7.4462
India,2021,Plastics,Import,9192488274.0,60151873.0,Number of items,1248373.0,Machinery,9.1925
India,2021,Textiles,Export,5584732763.0,49601621.0,Weight in kg,2713661.0,Electronics,5.5847
Australia,2014,Plastics,Import,5254581543.0,82112492.0,Volume in liters,8424743.0,Electronics,5.2546
France,2016,Pharmaceuticals,Export,8288352953.0,86702751.0,Number of items,5866624.0,Vehicles,8.2884
India,2018,Electronics,Import,5782763490.0,16084916.0,Volume in liters,4577404.0,Electronics,5.7828
China,2020,Metals,Import,8979295410.0,27139131.0,Volume in liters,8147871.0,Plastics,8.9793
Japan,2017,Food,Export,8519275191.0,41941572.0,Weight in kg,7732820.0,Vehicles,8.5193
Australia,2019,Electronics,Import,4325052403.0,19588491.0,Weight in kg,5156790.0,Electronics,4.3251
Japan,2013,Textiles,Import,2842780567.0,66215051.0,Number of items,7188701.0,Plastics,2.8428
India,2021,Metals,Export,9217892778.0,32406995.0,Weight in kg,7064930.0,Machinery,9.2179
UK,2018,Vehicles,Import,1107401717.0,60879454.0,Number of items,735196.0,Pharmaceuticals,1.1074
Germany,2023,Vehicles,Export,8265579702.0,87408866.0,Volume in liters,2773301.0,Plastics,8.2656
Nigeria,2017,Fuel,Import,5028179125.0,92436498.0,Weight in kg,8926165.0,Pharmaceuticals,5.0282
Mexico,2014,Vehicles,Import,9581743862.0,81929461.0,Number of items,6668084.0,Metals,9.5817
Germany,2013,Food,Export,3153911068.0,60946664.0,Number of items,2005918.0,Electronics,3.1539
Germany,2013,Food,Import,2287883367.0,59997473.0,Volume in liters,6813540.0,Pharmaceuticals,2.2879
India,2017,Pharmaceuticals,Import,1490631596.0,98625344.0,Number of items,8387385.0,Metals,1.4906
USA,2018,Textiles,Export,3528615563.0,71169092.0,Weight in kg,9457596.0,Machinery,3.5286
India,2022,Electronics,Export,7583800141.0,4397968.0,Weight in kg,7638151.0,Plastics,7.5838
France,2012,Food,Export,1219326044.0,23446989.0,Volume in liters,3161610.0,Pharmaceuticals,1.2193
Germany,2018,Textiles,Export,6092026678.0,9391835.0,Weight in kg,7092769.0,Metals,6.092
UK,2012,Machinery,Import,3412942817.0,4084212.0,Number of items,2615783.0,Plastics,3.4129
Japan,2010,Plastics,Import,3393846999.0,72981085.0,Weight in kg,3950115.0,Textiles,3.3938
Mexico,2014,Electronics,Export,9416355130.0,12894104.0,Weight in kg,9290733.0,Metals,9.4164
Germany,2023,Metals,Import,4877538361.0,97790936.0,Volume in liters,5634701.0,Fuel,4.8775
USA,2020,Vehicles,Import,3641614446.0,50852959.0,Volume in liters,6769127.0,Textiles,3.6416
Mexico,2014,Food,Export,6387704335.0,64675045.0,Number of items,9689441.0,Plastics,6.3877
France,2010,Electronics,Export,4422074394.0,69924528.0,Volume in liters,5720912.0,Pharmaceuticals,4.4221
USA,2016,Plastics,Export,6174481269.0,28292251.0,Number of items,8684630.0,Food,6.1745
France,2023,Plastics,Export,9632360795.0,44292287.0,Weight in kg,8198613.0,Metals,9.6324
India,2010,Metals,Import,5529283550.0,29957786.0,Weight in kg,5773786.0,Metals,5.5293
India,2019,Chemicals,Import,2939101287.0,44538851.0,Weight in kg,5970408.0,Food,2.9391
USA,2018,Electronics,Import,7840913206.0,68133875.0,Weight in kg,3048540.0,Electronics,7.8409
Argentina,2016,Metals,Export,1037656593.0,42920908.0,Number of items,8263463.0,Metals,1.0377
Germany,2013,Machinery,Import,1535535255.0,73454418.0,Number of items,9803855.0,Chemicals,1.5355
Japan,2011,Pharmaceuticals,Import,8016745022.0,68740918.0,Number of items,4443897.0,Electronics,8.0167
France,2014,Textiles,Export,3476561303.0,85617353.0,Volume in liters,3146669.0,Chemicals,3.4766
USA,2012,Chemicals,Import,4530496142.0,3020750.0,Number of items,3079852.0,Vehicles,4.5305
Australia,2020,Vehicles,Export,701016680.0,4335651.0,Weight in kg,5711570.0,Vehicles,0.701
Mexico,2015,Chemicals,Import,6466139326.0,89194364.0,Number of items,6283458.0,Electronics,6.4661
Argentina,2013,Metals,Import,8507454075.0,34460169.0,Number of items,1849810.0,Vehicles,8.5075
USA,2018,Machinery,Export,3801201328.0,84654462.0,Weight in kg,2560726.0,Electronics,3.8012
Germany,2017,Pharmaceuticals,Import,3703233972.0,75367264.0,Number of items,5077724.0,Electronics,3.7032
Argentina,2020,Machinery,Import,7852181739.0,25306814.0,Weight in kg,7322813.0,Plastics,7.8522
Nigeria,2020,Fuel,Export,7238922318.0,79305952.0,Weight in kg,2150719.0,Machinery,7.2389
Mexico,2011,Chemicals,Export,7235113533.0,62638736.0,Number of items,2137892.0,Food,7.2351
UK,2022,Food,Import,9401338178.0,49151016.0,Weight in kg,7641738.0,Vehicles,9.4013
Germany,2015,Machinery,Export,2924454277.0,53753053.0,Volume in liters,7081747.0,Metals,2.9245
Germany,2016,Textiles,Import,773268018.0,23830774.0,Number of items,6692294.0,Metals,0.7733
France,2021,Fuel,Export,3973308877.0,66445948.0,Number of items,3514651.0,Metals,3.9733
Japan,2011,Machinery,Export,796287650.0,83290867.0,Weight in kg,6811647.0,Pharmaceuticals,0.7963
France,2022,Chemicals,Import,2357492621.0,86092449.0,Weight in kg,4450568.0,Food,2.3575
Japan,2017,Food,Export,171876683.0,66586073.0,Weight in kg,2049994.0,Food,0.1719
France,2012,Metals,Export,8787712519.0,16086145.0,Volume in liters,1437609.0,Electronics,8.7877
Japan,2023,Textiles,Import,4141390781.0,12786073.0,Volume in liters,5809086.0,Chemicals,4.1414
Australia,2016,Electronics,Import,9548470170.0,26643816.0,Number of items,3927431.0,Fuel,9.5485
USA,2011,Electronics,Import,494832505.0,80827666.0,Number of items,7198201.0,Plastics,0.4948
Brazil,2019,Electronics,Import,2762772642.0,1225733.0,Number of items,5845127.0,Plastics,2.7628
India,2010,Textiles,Import,3782051867.0,61464803.0,Volume in liters,2733461.0,Metals,3.7821
China,2016,Pharmaceuticals,Import,6593215020.0,47537753.0,Volume in liters,9227574.0,Fuel,6.5932
UK,2013,Machinery,Import,9853723640.0,42148144.0,Volume in liters,7314325.0,Fuel,9.8537
Argentina,2019,Textiles,Export,5277133823.0,145130.0,Volume in liters,4800080.0,Metals,5.2771
Nigeria,2016,Machinery,Import,9060098378.0,46941919.0,Weight in kg,3836396.0,Textiles,9.0601
China,2021,Plastics,Export,9483680600.0,60829486.0,Number of items,3789874.0,Pharmaceuticals,9.4837
Mexico,2020,Fuel,Import,1844254881.0,72878944.0,Weight in kg,5109792.0,Metals,1.8443
India,2017,Metals,Import,8566918355.0,87912574.0,Volume in liters,3429592.0,Fuel,8.5669
Brazil,2013,Plastics,Export,1565087983.0,70906773.0,Number of items,7299839.0,Electronics,1.5651
USA,2015,Metals,Export,6655895650.0,21173333.0,Volume in liters,9081879.0,Pharmaceuticals,6.6559
Argentina,2019,Vehicles,Import,6280226624.0,4851888.0,Weight in kg,5017960.0,Machinery,6.2802
Argentina,2021,Food,Export,2174823460.0,49421109.0,Number of items,1432350.0,Textiles,2.1748
Germany,2018,Machinery,Export,3932290175.0,8291908.0,Weight in kg,5140616.0,Textiles,3.9323
India,2016,Food,Export,1943032240.0,63219876.0,Volume in liters,8324077.0,Textiles,1.943
France,2013,Machinery,Export,8769742965.0,68476358.0,Number of items,347374.0,Fuel,8.7697
USA,2017,Metals,Import,9734688704.0,19590263.0,Volume in liters,7331366.0,Metals,9.7347
France,2014,Fuel,Export,9743989335.0,51856357.0,Number of items,2612327.0,Chemicals,9.744
Germany,2011,Pharmaceuticals,Export,165665591.0,71155060.0,Weight in kg,1909765.0,Pharmaceuticals,0.1657
India,2021,Electronics,Import,8491870475.0,41278541.0,Number of items,8697806.0,Textiles,8.4919
Japan,2021,Machinery,Import,5217193787.0,54371043.0,Volume in liters,4211048.0,Pharmaceuticals,5.2172
UK,2018,Food,Import,3471277388.0,35410895.0,Number of items,263919.0,Food,3.4713
UK,2016,Chemicals,Export,184805324.0,68920388.0,Weight in kg,2640900.0,Textiles,0.1848
Nigeria,2013,Food,Export,9780921113.0,60582851.0,Number of items,5489876.0,Metals,9.7809
USA,2010,Food,Export,8635361210.0,46762093.0,Number of items,1730644.0,Vehicles,8.6354
India,2022,Pharmaceuticals,Import,2446173672.0,54843190.0,Volume in liters,9276392.0,Machinery,2.4462
Australia,2023,Textiles,Import,5919984336.0,21163692.0,Weight in kg,8445801.0,Fuel,5.92
Australia,2012,Textiles,Import,2732275965.0,33464426.0,Weight in kg,22374.0,Electronics,2.7323
Mexico,2020,Food,Import,3658563929.0,47898332.0,Weight in kg,2281418.0,Food,3.6586
Japan,2015,Vehicles,Export,3151327344.0,89589411.0,Volume in liters,3842457.0,Textiles,3.1513
India,2017,Vehicles,Export,9631518232.0,9883250.0,Number of items,2386451.0,Machinery,9.6315
Germany,2013,Fuel,Export,1354275439.0,50101382.0,Number of items,3095517.0,Machinery,1.3543
Argentina,2023,Textiles,Import,8314004212.0,50726812.0,Number of items,8397124.0,Food,8.314
Germany,2023,Machinery,Import,4241542977.0,3696510.0,Weight in kg,8069667.0,Plastics,4.2415
France,2010,Electronics,Import,1992779390.0,47327262.0,Volume in liters,5169900.0,Vehicles,1.9928
UK,2020,Electronics,Import,7613036281.0,21881555.0,Number of items,7463928.0,Plastics,7.613
Mexico,2018,Metals,Export,7642387815.0,49183828.0,Number of items,4559202.0,Pharmaceuticals,7.6424
Mexico,2022,Plastics,Import,2341918740.0,10599557.0,Volume in liters,9868297.0,Textiles,2.3419
France,2018,Machinery,Export,985079964.0,78656712.0,Number of items,1614868.0,Metals,0.9851
Argentina,2022,Plastics,Export,8218976359.0,43545753.0,Number of items,4271216.0,Fuel,8.219
China,2021,Machinery,Export,1752121898.0,72889072.0,Weight in kg,4738752.0,Plastics,1.7521
UK,2011,Plastics,Import,7467962902.0,27159614.0,Weight in kg,4036011.0,Electronics,7.468
Nigeria,2022,Chemicals,Export,81688922.0,7050413.0,Weight in kg,2079339.0,Plastics,0.0817
Nigeria,2020,Textiles,Export,4703353567.0,36551382.0,Weight in kg,5283644.0,Food,4.7034
Nigeria,2020,Electronics,Export,1404582821.0,3987300.0,Weight in kg,8649632.0,Textiles,1.4046
China,2011,Vehicles,Export,7207432234.0,51489602.0,Number of items,2245929.0,Chemicals,7.2074
Germany,2010,Vehicles,Import,6391705133.0,76979442.0,Number of items,8469938.0,Metals,6.3917
Brazil,2019,Vehicles,Import,7165089103.0,53879274.0,Weight in kg,7978796.0,Plastics,7.1651
Germany,2015,Pharmaceuticals,Import,9261384124.0,70652828.0,Volume in liters,5006645.0,Plastics,9.2614
India,2014,Metals,Import,3272724582.0,84027357.0,Volume in liters,8441245.0,Fuel,3.2727
India,2017,Pharmaceuticals,Import,8952722558.0,97742666.0,Weight in kg,4509755.0,Vehicles,8.9527
Mexico,2014,Food,Import,2062152587.0,72177435.0,Number of items,3089321.0,Pharmaceuticals,2.0622
Japan,2017,Machinery,Import,8272513423.0,56637434.0,Number of items,1101720.0,Electronics,8.2725
Brazil,2011,Chemicals,Import,6090891501.0,54061199.0,Volume in liters,2063231.0,Textiles,6.0909
France,2018,Fuel,Import,6977070329.0,94209253.0,Volume in liters,389826.0,Fuel,6.9771
Nigeria,2013,Metals,Import,7871712885.0,14432495.0,Weight in kg,1150364.0,Plastics,7.8717
Brazil,2011,Electronics,Import,5395899355.0,65896405.0,Number of items,9168987.0,Machinery,5.3959
Germany,2015,Textiles,Import,1355711186.0,15608081.0,Number of items,7038395.0,Machinery,1.3557
France,2011,Metals,Export,9544658664.0,97190163.0,Weight in kg,8076973.0,Vehicles,9.5447
India,2015,Vehicles,Export,6016480758.0,8134678.0,Number of items,2099896.0,Electronics,6.0165
Australia,2015,Fuel,Export,2520931991.0,62004372.0,Volume in liters,760664.0,Pharmaceuticals,2.5209
Nigeria,2015,Electronics,Import,384866470.0,26481065.0,Weight in kg,5916144.0,Electronics,0.3849
China,2019,Chemicals,Import,9367868156.0,16911761.0,Weight in kg,5134549.0,Metals,9.3679
Germany,2014,Chemicals,Import,5322733356.0,28140217.0,Volume in liters,312955.0,Plastics,5.3227
Australia,2011,Pharmaceuticals,Import,9771235432.0,83913378.0,Number of items,8290270.0,Electronics,9.7712
Australia,2015,Electronics,Export,7359378589.0,69939120.0,Weight in kg,1873871.0,Textiles,7.3594
Australia,2018,Metals,Export,4378263601.0,54801947.0,Weight in kg,7073822.0,Textiles,4.3783
Brazil,2012,Vehicles,Import,2088472082.0,15638134.0,Weight in kg,1340513.0,Vehicles,2.0885
Nigeria,2015,Pharmaceuticals,Import,149797698.0,91995884.0,Volume in liters,5634289.0,Pharmaceuticals,0.1498
USA,2010,Vehicles,Export,237848873.0,34956103.0,Weight in kg,8184916.0,Vehicles,0.2378
Brazil,2012,Fuel,Import,1722512046.0,99513276.0,Volume in liters,6722538.0,Chemicals,1.7225
Mexico,2014,Metals,Import,1288267869.0,55647283.0,Volume in liters,7681258.0,Electronics,1.2883
USA,2019,Pharmaceuticals,Export,7363662466.0,96790527.0,Volume in liters,2985210.0,Pharmaceuticals,7.3637
Mexico,2015,Pharmaceuticals,Export,5729052912.0,96952076.0,Number of items,4029562.0,Metals,5.7291
Mexico,2012,Vehicles,Export,61773686.0,18398866.0,Weight in kg,6221639.0,Food,0.0618
China,2020,Food,Import,59404976.0,82640540.0,Volume in liters,1607888.0,Vehicles,0.0594
India,2022,Pharmaceuticals,Export,4515061943.0,72154773.0,Weight in kg,40999.0,Electronics,4.5151
China,2018,Fuel,Import,4371196009.0,94389221.0,Volume in liters,1714402.0,Machinery,4.3712
USA,2022,Fuel,Import,8969874744.0,98216402.0,Number of items,7147943.0,Machinery,8.9699
USA,2023,Machinery,Import,3826274200.0,68650349.0,Weight in kg,7831802.0,Plastics,3.8263
Brazil,2023,Chemicals,Import,7240270469.0,19460038.0,Weight in kg,4661520.0,Pharmaceuticals,7.2403
Nigeria,2012,Food,Import,5727132224.0,10246329.0,Weight in kg,9600988.0,Metals,5.7271
Australia,2011,Electronics,Import,8467084773.0,92745132.0,Number of items,4364656.0,Textiles,8.4671
China,2013,Pharmaceuticals,Import,9330291521.0,69950081.0,Volume in liters,3722067.0,Chemicals,9.3303
Mexico,2016,Plastics,Import,7246924724.0,99161349.0,Number of items,2843939.0,Metals,7.2469
UK,2016,Electronics,Export,9438179019.0,271377.0,Number of items,6519808.0,Machinery,9.4382
France,2012,Vehicles,Import,1195485771.0,38688325.0,Number of items,5656621.0,Metals,1.1955
Germany,2016,Food,Export,768015412.0,187317.0,Number of items,5070215.0,Machinery,0.768
Germany,2012,Electronics,Export,4937024894.0,98431405.0,Weight in kg,8454878.0,Plastics,4.937
Argentina,2019,Fuel,Import,216627765.0,81256844.0,Weight in kg,7107006.0,Machinery,0.2166
Australia,2015,Machinery,Export,3596384926.0,98833891.0,Volume in liters,4267962.0,Fuel,3.5964
UK,2018,Metals,Import,5008693823.0,33883440.0,Number of items,510068.0,Electronics,5.0087
UK,2013,Fuel,Export,8446884857.0,23297321.0,Volume in liters,6742802.0,Metals,8.4469
Nigeria,2016,Textiles,Import,6682561500.0,1093208.0,Number of items,9872698.0,Plastics,6.6826
Australia,2018,Vehicles,Export,6515113648.0,45304075.0,Number of items,8787437.0,Textiles,6.5151
UK,2010,Textiles,Import,4245706600.0,30079267.0,Volume in liters,832648.0,Vehicles,4.2457
Argentina,2011,Chemicals,Import,5168525271.0,56466608.0,Weight in kg,8021229.0,Chemicals,5.1685
Mexico,2014,Electronics,Import,4446873720.0,96601434.0,Weight in kg,7036012.0,Plastics,4.4469
Australia,2013,Machinery,Export,340868739.0,44507937.0,Weight in kg,8447648.0,Textiles,0.3409
Mexico,2016,Metals,Import,9279019063.0,72730176.0,Volume in liters,2943083.0,Electronics,9.279
Argentina,2013,Electronics,Import,8468813391.0,20898032.0,Number of items,3894874.0,Vehicles,8.4688
France,2015,Chemicals,Import,9468310406.0,37928105.0,Number of items,5809937.0,Pharmaceuticals,9.4683
Mexico,2010,Machinery,Export,9437722918.0,95218788.0,Weight in kg,752412.0,Fuel,9.4377
Argentina,2020,Textiles,Import,9582690499.0,70807905.0,Weight in kg,5707621.0,Textiles,9.5827
Germany,2013,Vehicles,Import,2898579407.0,82680305.0,Volume in liters,3049077.0,Machinery,2.8986
Brazil,2020,Metals,Import,5504199284.0,46519179.0,Weight in kg,7241377.0,Plastics,5.5042
France,2018,Pharmaceuticals,Export,1320614562.0,42084383.0,Volume in liters,6201781.0,Vehicles,1.3206
Brazil,2014,Food,Export,6177298401.0,22300363.0,Volume in liters,4617494.0,Machinery,6.1773
USA,2013,Textiles,Export,6548728641.0,6209476.0,Number of items,2010578.0,Vehicles,6.5487
Australia,2019,Fuel,Import,3619720569.0,24469410.0,Number of items,5141959.0,Food,3.6197
India,2022,Metals,Import,9836861816.0,64613049.0,Number of items,5376330.0,Machinery,9.8369
India,2022,Textiles,Export,8516977281.0,38924946.0,Volume in liters,4270136.0,Metals,8.517
Argentina,2021,Pharmaceuticals,Import,8097654477.0,15331370.0,Weight in kg,1134074.0,Pharmaceuticals,8.0977
Australia,2018,Fuel,Import,73524887.0,67862202.0,Number of items,2631695.0,Textiles,0.0735
Australia,2020,Vehicles,Import,6987768205.0,32975531.0,Weight in kg,4095209.0,Metals,6.9878
Germany,2023,Food,Import,6321116281.0,88744673.0,Number of items,6540300.0,Textiles,6.3211
France,2015,Textiles,Export,9689640422.0,67300188.0,Weight in kg,5127775.0,Fuel,9.6896
USA,2012,Textiles,Import,578752288.0,67673548.0,Volume in liters,3810669.0,Metals,0.5788
UK,2010,Chemicals,Export,5596910721.0,96279001.0,Weight in kg,9571104.0,Metals,5.5969
Japan,2013,Fuel,Import,6310667182.0,96190123.0,Weight in kg,7407957.0,Vehicles,6.3107
Germany,2019,Machinery,Import,9445860015.0,79378345.0,Volume in liters,3447444.0,Textiles,9.4459
China,2019,Pharmaceuticals,Export,8746266413.0,32391785.0,Weight in kg,1201035.0,Metals,8.7463
USA,2014,Plastics,Export,9860477771.0,97262163.0,Volume in liters,175313.0,Plastics,9.8605
Germany,2016,Machinery,Import,1017383603.0,17467759.0,Weight in kg,185733.0,Electronics,1.0174
USA,2012,Plastics,Export,287414552.0,69368730.0,Number of items,2171813.0,Plastics,0.2874
Brazil,2019,Metals,Export,5940220778.0,68557570.0,Weight in kg,1894071.0,Pharmaceuticals,5.9402
Japan,2010,Vehicles,Export,5368364306.0,92450843.0,Weight in kg,1643157.0,Plastics,5.3684
Japan,2019,Chemicals,Export,627681067.0,69886099.0,Volume in liters,1880827.0,Textiles,0.6277
India,2010,Plastics,Export,2079116564.0,81996276.0,Weight in kg,2553014.0,Pharmaceuticals,2.0791
China,2018,Fuel,Import,6791664761.0,93403725.0,Weight in kg,275580.0,Vehicles,6.7917
India,2016,Vehicles,Import,4912707500.0,61731285.0,Number of items,1050492.0,Machinery,4.9127
UK,2020,Metals,Export,721921028.0,56899016.0,Number of items,9708306.0,Fuel,0.7219
Nigeria,2012,Food,Export,3795493466.0,7857119.0,Number of items,7494306.0,Pharmaceuticals,3.7955
USA,2019,Vehicles,Import,3054262906.0,32596349.0,Volume in liters,5586103.0,Textiles,3.0543
Argentina,2014,Textiles,Import,7247420922.0,38030773.0,Number of items,2285873.0,Pharmaceuticals,7.2474
Japan,2014,Vehicles,Import,5696172289.0,97627937.0,Volume in liters,1477541.0,Fuel,5.6962
Brazil,2015,Fuel,Import,7306006432.0,37877493.0,Weight in kg,1865229.0,Electronics,7.306
China,2022,Electronics,Export,6996757922.0,36703695.0,Number of items,5093393.0,Fuel,6.9968
Brazil,2019,Textiles,Import,2300836862.0,38709450.0,Weight in kg,7894481.0,Chemicals,2.3008
